연도,대상사고 구분명,사고건수,사망자수,부상자수,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목,법정동코드
2024,보행자사고,174,2,180,,,,,,,,,,,,,,1103
2024,자전거사고,33,0,35,,,,,,,,,,,,,,1103
2024,야간사고,357,7,501,,,,,,,,,,,,,,1103
2024,어린이보행사고,5,0,5,,,,,,,,,,,,,,1103
2024,고령운전사고,183,1,252,,,,,,,,,,,,,,1103
2024,고령보행사고,33,2,31,,,,,,,,,,,,,,1103
2024,PM사고,2,0,2,,,,,,,,,,,,,,1103
2024,뺑소니사고,49,0,72,,,,,,,,,,,,,,1103
2024,무면허사고,11,0,13,,,,,,,,,,,,,,1103
2024,전체,919,7,1155,326.71,76.06,0,16,85,182,503,37,53,195,701,23,0,1104
2024,어린이사고,25,0,29,,,,,,,,,,,,,,1104
2024,노인사고,134,2,142,,,,,,,,,,,,,,1104
2024,보행자사고,196,2,194,,,,,,,,,,,,,,1104
2024,자전거사고,40,0,41,,,,,,,,,,,,,,1104
2024,야간사고,348,5,435,,,,,,,,,,,,,,1104
2024,어린이보행사고,8,0,8,,,,,,,,,,,,,,1104
2024,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1104
2024,고령운전사고,185,1,242,,,,,,,,,,,,,,1104
2024,고령보행사고,37,1,36,,,,,,,,,,,,,,1104
2024,PM사고,9,0,10,,,,,,,,,,,,,,1104
2024,뺑소니사고,12,0,22,,,,,,,,,,,,,,1104
2024,무면허사고,12,0,15,,,,,,,,,,,,,,1104
2024,전체,1520,5,1906,423.87,119.74,0,27,175,255,793,80,150,342,1114,64,0,1105
2024,어린이사고,44,0,52,,,,,,,,,,,,,,1105
2024,노인사고,341,5,360,,,,,,,,,,,,,,1105
2024,보행자사고,339,3,348,,,,,,,,,,,,,,1105
2024,자전거사고,108,0,117,,,,,,,,,,,,,,1105
2024,야간사고,560,1,710,,,,,,,,,,,,,,1105
2024,어린이보행사고,12,0,12,,,,,,,,,,,,,,1105
2024,스쿨존내어린이사고,6,0,9,,,,,,,,,,,,,,1105
2024,고령운전사고,386,4,487,,,,,,,,,,,,,,1105
2024,고령보행사고,130,3,131,,,,,,,,,,,,,,1105
2024,PM사고,13,0,15,,,,,,,,,,,,,,1105
2024,뺑소니사고,19,1,21,,,,,,,,,,,,,,1105
2024,무면허사고,21,1,30,,,,,,,,,,,,,,1105
2024,전체,1286,7,1628,295.61,88.34,0,27,135,231,710,34,96,306,914,66,0,1106
2024,어린이사고,33,0,37,,,,,,,,,,,,,,1106
2024,노인사고,271,3,290,,,,,,,,,,,,,,1106
2024,보행자사고,304,4,306,,,,,,,,,,,,,,1106
2024,자전거사고,48,1,51,,,,,,,,,,,,,,1106
2024,야간사고,468,2,572,,,,,,,,,,,,,,1106
2024,어린이보행사고,13,0,13,,,,,,,,,,,,,,1106
2024,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1106
2024,고령운전사고,299,0,381,,,,,,,,,,,,,,1106
2024,고령보행사고,103,3,100,,,,,,,,,,,,,,1106
2024,PM사고,6,0,6,,,,,,,,,,,,,,1106
2024,뺑소니사고,8,0,8,,,,,,,,,,,,,,1106
2024,무면허사고,12,0,14,,,,,,,,,,,,,,1106
2024,전체,522,5,671,170.57,48.56,0,10,70,43,284,26,62,150,344,28,0,1107
2024,어린이사고,21,0,23,,,,,,,,,,,,,,1107
2024,노인사고,135,4,145,,,,,,,,,,,,,,1107
2024,보행자사고,152,4,158,,,,,,,,,,,,,,1107
2024,자전거사고,47,0,52,,,,,,,,,,,,,,1107
2024,야간사고,206,3,274,,,,,,,,,,,,,,1107
2024,어린이보행사고,7,0,7,,,,,,,,,,,,,,1107
2024,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1107
2024,고령운전사고,147,1,175,,,,,,,,,,,,,,1107
2024,고령보행사고,61,3,59,,,,,,,,,,,,,,1107
2024,PM사고,8,0,10,,,,,,,,,,,,,,1107
2024,뺑소니사고,8,0,8,,,,,,,,,,,,,,1107
2024,무면허사고,13,0,15,,,,,,,,,,,,,,1107
2024,전체,1218,2,1574,261.74,79,0,20,181,130,651,57,118,348,802,68,0,1108
2024,어린이사고,54,0,62,,,,,,,,,,,,,,1108
2024,노인사고,264,2,286,,,,,,,,,,,,,,1108
2024,보행자사고,351,1,360,,,,,,,,,,,,,,1108
2024,자전거사고,61,0,69,,,,,,,,,,,,,,1108
2024,야간사고,472,1,605,,,,,,,,,,,,,,1108
2024,어린이보행사고,27,0,27,,,,,,,,,,,,,,1108
2024,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1108
2024,고령운전사고,278,2,373,,,,,,,,,,,,,,1108
2024,고령보행사고,111,1,112,,,,,,,,,,,,,,1108
2024,PM사고,15,0,16,,,,,,,,,,,,,,1108
2024,뺑소니사고,27,0,28,,,,,,,,,,,,,,1108
2024,무면허사고,15,0,17,,,,,,,,,,,,,,1108
2024,전체,818,6,1105,256.73,77.64,0,8,88,69,504,40,79,240,537,41,0,1109
2024,어린이사고,33,0,40,,,,,,,,,,,,,,1109
2024,노인사고,177,2,190,,,,,,,,,,,,,,1109
2024,보행자사고,240,3,252,,,,,,,,,,,,,,1109
2024,자전거사고,24,0,27,,,,,,,,,,,,,,1109
2024,야간사고,316,3,431,,,,,,,,,,,,,,1109
2024,어린이보행사고,13,0,15,,,,,,,,,,,,,,1109
2024,스쿨존내어린이사고,2,0,3,,,,,,,,,,,,,,1109
2024,고령운전사고,187,1,248,,,,,,,,,,,,,,1109
2024,고령보행사고,69,2,67,,,,,,,,,,,,,,1109
2024,PM사고,3,0,4,,,,,,,,,,,,,,1109
2024,뺑소니사고,18,0,25,,,,,,,,,,,,,,1109
2024,무면허사고,11,0,17,,,,,,,,,,,,,,1109
2024,전체,1201,11,1641,322.2,88.05,0,25,109,149,810,15,55,242,929,30,0,1110
2024,어린이사고,35,0,42,,,,,,,,,,,,,,1110
2024,노인사고,175,5,182,,,,,,,,,,,,,,1110
2024,보행자사고,240,5,240,,,,,,,,,,,,,,1110
2024,자전거사고,56,1,60,,,,,,,,,,,,,,1110
2024,야간사고,549,7,762,,,,,,,,,,,,,,1110
2024,어린이보행사고,7,0,7,,,,,,,,,,,,,,1110
2024,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1110
2024,고령운전사고,219,6,265,,,,,,,,,,,,,,1110
2024,고령보행사고,38,2,36,,,,,,,,,,,,,,1110
2024,PM사고,18,0,18,,,,,,,,,,,,,,1110
2024,뺑소니사고,85,0,108,,,,,,,,,,,,,,1110
2024,무면허사고,23,0,31,,,,,,,,,,,,,,1110
2024,전체,1538,12,2001,273.57,69.12,0,35,170,137,990,45,98,353,1131,54,0,1111
2024,어린이사고,49,0,56,,,,,,,,,,,,,,1111
2024,노인사고,280,9,302,,,,,,,,,,,,,,1111
2024,보행자사고,356,6,359,,,,,,,,,,,,,,1111
2024,자전거사고,82,1,92,,,,,,,,,,,,,,1111
2024,야간사고,614,2,812,,,,,,,,,,,,,,1111
2024,어린이보행사고,17,0,17,,,,,,,,,,,,,,1111
2024,스쿨존내어린이사고,10,0,10,,,,,,,,,,,,,,1111
2024,고령운전사고,326,5,404,,,,,,,,,,,,,,1111
2024,고령보행사고,92,4,90,,,,,,,,,,,,,,1111
2024,PM사고,23,0,27,,,,,,,,,,,,,,1111
2024,뺑소니사고,29,0,40,,,,,,,,,,,,,,1111
2024,무면허사고,30,0,46,,,,,,,,,,,,,,1111
2024,전체,1320,7,1736,320.45,82.11,0,18,154,175,758,45,106,315,958,47,0,1112
2024,어린이사고,36,0,42,,,,,,,,,,,,,,1112
2024,노인사고,260,4,294,,,,,,,,,,,,,,1112
2024,보행자사고,315,5,319,,,,,,,,,,,,,,1112
2024,자전거사고,81,0,88,,,,,,,,,,,,,,1112
2024,야간사고,545,4,704,,,,,,,,,,,,,,1112
2024,어린이보행사고,12,0,14,,,,,,,,,,,,,,1112
2024,스쿨존내어린이사고,9,0,10,,,,,,,,,,,,,,1112
2024,고령운전사고,297,3,398,,,,,,,,,,,,,,1112
2024,고령보행사고,97,4,93,,,,,,,,,,,,,,1112
2024,PM사고,10,0,10,,,,,,,,,,,,,,1112
2024,뺑소니사고,19,0,25,,,,,,,,,,,,,,1112
2024,무면허사고,18,0,22,,,,,,,,,,,,,,1112
2024,전체,1948,8,2643,490.47,123.16,0,41,225,395,1056,40,129,337,1559,52,0,1113
2024,어린이사고,60,0,74,,,,,,,,,,,,,,1113
2024,노인사고,334,4,356,,,,,,,,,,,,,,1113
2024,보행자사고,337,5,338,,,,,,,,,,,,,,1113
2024,자전거사고,171,0,193,,,,,,,,,,,,,,1113
2024,야간사고,761,1,1087,,,,,,,,,,,,,,1113
2024,어린이보행사고,14,0,14,,,,,,,,,,,,,,1113
2024,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1113
2024,고령운전사고,392,0,515,,,,,,,,,,,,,,1113
2024,고령보행사고,79,4,75,,,,,,,,,,,,,,1113
2024,PM사고,16,0,20,,,,,,,,,,,,,,1113
2024,뺑소니사고,24,0,28,,,,,,,,,,,,,,1113
2024,무면허사고,26,0,37,,,,,,,,,,,,,,1113
2024,전체,1230,2,1615,317.54,102.54,0,11,132,225,684,29,82,330,851,49,0,1114
2024,어린이사고,36,0,42,,,,,,,,,,,,,,1114
2024,노인사고,227,2,242,,,,,,,,,,,,,,1114
2024,보행자사고,331,2,337,,,,,,,,,,,,,,1114
2024,자전거사고,38,0,39,,,,,,,,,,,,,,1114
2024,야간사고,468,1,613,,,,,,,,,,,,,,1114
2024,어린이보행사고,16,0,16,,,,,,,,,,,,,,1114
2024,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1114
2024,고령운전사고,253,1,345,,,,,,,,,,,,,,1114
2024,고령보행사고,82,2,80,,,,,,,,,,,,,,1114
2024,PM사고,15,0,17,,,,,,,,,,,,,,1114
2024,뺑소니사고,15,0,19,,,,,,,,,,,,,,1114
2024,무면허사고,17,0,26,,,,,,,,,,,,,,1114
2024,전체,1254,13,1581,253.02,90.42,0,16,126,118,834,46,83,367,852,35,0,1115
2024,어린이사고,29,0,43,,,,,,,,,,,,,,1115
2024,노인사고,215,6,225,,,,,,,,,,,,,,1115
2024,보행자사고,366,8,368,,,,,,,,,,,,,,1115
2024,자전거사고,37,1,40,,,,,,,,,,,,,,1115
2024,야간사고,518,6,632,,,,,,,,,,,,,,1115
2024,어린이보행사고,10,0,10,,,,,,,,,,,,,,1115
2024,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1115
2024,고령운전사고,263,2,358,,,,,,,,,,,,,,1115
2024,고령보행사고,82,5,78,,,,,,,,,,,,,,1115
2024,PM사고,16,0,18,,,,,,,,,,,,,,1115
2024,뺑소니사고,28,0,38,,,,,,,,,,,,,,1115
2024,무면허사고,14,0,18,,,,,,,,,,,,,,1115
2024,전체,3754,11,4863,666.53,138.79,0,43,279,645,2275,108,270,805,2883,66,0,1116
2024,어린이사고,93,0,109,,,,,,,,,,,,,,1116
2024,노인사고,467,4,494,,,,,,,,,,,,,,1116
2024,보행자사고,821,5,837,,,,,,,,,,,,,,1116
2024,자전거사고,117,0,132,,,,,,,,,,,,,,1116
2024,야간사고,1427,6,1893,,,,,,,,,,,,,,1116
2024,어린이보행사고,37,0,37,,,,,,,,,,,,,,1116
2024,스쿨존내어린이사고,6,0,6,,,,,,,,,,,,,,1116
2024,고령운전사고,686,1,886,,,,,,,,,,,,,,1116
2024,고령보행사고,110,2,108,,,,,,,,,,,,,,1116
2024,PM사고,94,0,100,,,,,,,,,,,,,,1116
2024,뺑소니사고,106,1,137,,,,,,,,,,,,,,1116
2024,무면허사고,76,0,94,,,,,,,,,,,,,,1116
2024,전체,1428,9,1921,296.59,79.85,0,21,113,143,994,21,89,358,1048,22,0,1117
2024,어린이사고,74,0,91,,,,,,,,,,,,,,1117
2024,노인사고,247,4,254,,,,,,,,,,,,,,1117
2024,보행자사고,357,2,364,,,,,,,,,,,,,,1117
2024,자전거사고,80,1,87,,,,,,,,,,,,,,1117
2024,야간사고,495,7,652,,,,,,,,,,,,,,1117
2024,어린이보행사고,27,0,27,,,,,,,,,,,,,,1117
2024,스쿨존내어린이사고,3,0,3,,,,,,,,,,,,,,1117
2024,고령운전사고,338,3,482,,,,,,,,,,,,,,1117
2024,고령보행사고,100,1,99,,,,,,,,,,,,,,1117
2024,PM사고,16,0,17,,,,,,,,,,,,,,1117
2024,뺑소니사고,34,1,42,,,,,,,,,,,,,,1117
2024,무면허사고,26,0,31,,,,,,,,,,,,,,1117
2024,전체,2500,20,3424,380.92,95.49,0,42,275,358,1561,62,146,495,1942,63,0,1118
2024,어린이사고,105,1,128,,,,,,,,,,,,,,1118
2024,노인사고,408,12,427,,,,,,,,,,,,,,1118
2024,보행자사고,493,13,493,,,,,,,,,,,,,,1118
2024,자전거사고,186,1,210,,,,,,,,,,,,,,1118
2024,야간사고,1000,11,1310,,,,,,,,,,,,,,1118
2024,어린이보행사고,27,1,26,,,,,,,,,,,,,,1118
2024,스쿨존내어린이사고,6,1,5,,,,,,,,,,,,,,1118
2024,고령운전사고,520,4,708,,,,,,,,,,,,,,1118
2024,고령보행사고,116,8,109,,,,,,,,,,,,,,1118
2024,PM사고,56,0,70,,,,,,,,,,,,,,1118
2024,뺑소니사고,26,0,38,,,,,,,,,,,,,,1118
2024,무면허사고,50,0,71,,,,,,,,,,,,,,1118
2024,전체,2027,17,2959,490.71,106.57,0,21,137,544,1035,31,184,319,1657,51,0,1119
2024,어린이사고,73,0,93,,,,,,,,,,,,,,1119
2024,노인사고,285,8,308,,,,,,,,,,,,,,1119
2024,보행자사고,323,8,326,,,,,,,,,,,,,,1119
2024,자전거사고,39,0,45,,,,,,,,,,,,,,1119
2024,야간사고,699,11,1008,,,,,,,,,,,,,,1119
2024,어린이보행사고,13,0,14,,,,,,,,,,,,,,1119
2024,스쿨존내어린이사고,5,0,5,,,,,,,,,,,,,,1119
2024,고령운전사고,434,1,638,,,,,,,,,,,,,,1119
2024,고령보행사고,47,5,43,,,,,,,,,,,,,,1119
2024,PM사고,26,1,32,,,,,,,,,,,,,,1119
2024,뺑소니사고,91,0,127,,,,,,,,,,,,,,1119
2024,무면허사고,17,1,18,,,,,,,,,,,,,,1119
2024,전체,1274,7,1689,293.31,78.01,0,15,112,246,726,48,81,288,931,55,0,1120
2024,어린이사고,66,0,71,,,,,,,,,,,,,,1120
2024,노인사고,222,5,237,,,,,,,,,,,,,,1120
2024,보행자사고,291,3,309,,,,,,,,,,,,,,1120
2024,자전거사고,73,1,83,,,,,,,,,,,,,,1120
2024,야간사고,474,0,634,,,,,,,,,,,,,,1120
2024,어린이보행사고,27,0,27,,,,,,,,,,,,,,1120
2024,스쿨존내어린이사고,7,0,7,,,,,,,,,,,,,,1120
2024,고령운전사고,270,4,345,,,,,,,,,,,,,,1120
2024,고령보행사고,87,1,93,,,,,,,,,,,,,,1120
2024,PM사고,17,0,19,,,,,,,,,,,,,,1120
2024,뺑소니사고,26,0,31,,,,,,,,,,,,,,1120
2024,무면허사고,12,0,14,,,,,,,,,,,,,,1120
2024,전체,1199,8,1623,311.15,84.59,0,31,128,192,631,59,132,296,866,37,0,1121
2024,어린이사고,46,0,59,,,,,,,,,,,,,,1121
2024,노인사고,273,6,305,,,,,,,,,,,,,,1121
2024,보행자사고,298,5,302,,,,,,,,,,,,,,1121
2024,자전거사고,87,1,97,,,,,,,,,,,,,,1121
2024,야간사고,464,3,616,,,,,,,,,,,,,,1121
2024,어린이보행사고,15,0,16,,,,,,,,,,,,,,1121
2024,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1121
2024,고령운전사고,283,2,382,,,,,,,,,,,,,,1121
2024,고령보행사고,88,4,84,,,,,,,,,,,,,,1121
2024,PM사고,15,0,15,,,,,,,,,,,,,,1121
2024,뺑소니사고,20,0,25,,,,,,,,,,,,,,1121
2024,무면허사고,15,0,17,,,,,,,,,,,,,,1121
2024,전체,1288,5,1717,259.39,77.26,0,37,150,189,696,59,98,275,971,42,0,1122
2024,어린이사고,64,0,74,,,,,,,,,,,,,,1122
2024,노인사고,268,2,284,,,,,,,,,,,,,,1122
2024,보행자사고,272,3,280,,,,,,,,,,,,,,1122
2024,자전거사고,94,0,105,,,,,,,,,,,,,,1122
2024,야간사고,417,4,578,,,,,,,,,,,,,,1122
2024,어린이보행사고,27,0,27,,,,,,,,,,,,,,1122
2024,스쿨존내어린이사고,7,0,7,,,,,,,,,,,,,,1122
2024,고령운전사고,279,1,373,,,,,,,,,,,,,,1122
2024,고령보행사고,85,2,83,,,,,,,,,,,,,,1122
2024,PM사고,23,0,24,,,,,,,,,,,,,,1122
2024,뺑소니사고,25,0,30,,,,,,,,,,,,,,1122
2024,무면허사고,16,1,16,,,,,,,,,,,,,,1122
2024,전체,785,4,1018,225.15,67.79,0,12,88,136,430,38,56,188,582,15,0,1123
2024,어린이사고,23,0,28,,,,,,,,,,,,,,1123
2024,노인사고,113,2,119,,,,,,,,,,,,,,1123
2024,보행자사고,190,3,189,,,,,,,,,,,,,,1123
2024,자전거사고,45,1,51,,,,,,,,,,,,,,1123
2024,야간사고,302,1,401,,,,,,,,,,,,,,1123
2024,어린이보행사고,11,0,11,,,,,,,,,,,,,,1123
2024,스쿨존내어린이사고,4,0,5,,,,,,,,,,,,,,1123
2024,고령운전사고,184,2,249,,,,,,,,,,,,,,1123
2024,고령보행사고,47,1,47,,,,,,,,,,,,,,1123
2024,PM사고,12,0,12,,,,,,,,,,,,,,1123
2024,뺑소니사고,24,0,26,,,,,,,,,,,,,,1123
2024,무면허사고,8,0,12,,,,,,,,,,,,,,1123
2024,전체,877,5,1123,303.07,95.77,0,17,98,75,503,26,124,263,577,37,0,1124
2024,어린이사고,29,0,35,,,,,,,,,,,,,,1124
2024,노인사고,208,4,220,,,,,,,,,,,,,,1124
2024,보행자사고,268,4,278,,,,,,,,,,,,,,1124
2024,자전거사고,43,0,44,,,,,,,,,,,,,,1124
2024,야간사고,336,2,419,,,,,,,,,,,,,,1124
2024,어린이보행사고,12,0,13,,,,,,,,,,,,,,1124
2024,스쿨존내어린이사고,2,0,3,,,,,,,,,,,,,,1124
2024,고령운전사고,220,3,287,,,,,,,,,,,,,,1124
2024,고령보행사고,94,3,94,,,,,,,,,,,,,,1124
2024,PM사고,9,0,11,,,,,,,,,,,,,,1124
2024,뺑소니사고,16,0,24,,,,,,,,,,,,,,1124
2024,무면허사고,11,0,12,,,,,,,,,,,,,,1124
2024,전체,798,8,1071,333.79,75.62,0,15,83,110,491,1,62,186,570,42,0,1125
2024,어린이사고,32,1,40,,,,,,,,,,,,,,1125
2024,노인사고,143,4,149,,,,,,,,,,,,,,1125
2024,보행자사고,188,2,194,,,,,,,,,,,,,,1125
2024,자전거사고,38,2,42,,,,,,,,,,,,,,1125
2024,야간사고,317,4,424,,,,,,,,,,,,,,1125
2024,어린이보행사고,5,0,5,,,,,,,,,,,,,,1125
2024,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1125
2024,고령운전사고,168,4,220,,,,,,,,,,,,,,1125
2024,고령보행사고,54,1,53,,,,,,,,,,,,,,1125
2024,PM사고,10,0,10,,,,,,,,,,,,,,1125
2024,뺑소니사고,11,0,18,,,,,,,,,,,,,,1125
2024,무면허사고,14,0,14,,,,,,,,,,,,,,1125
